drive_file_id,filename,admin_tree,theme,use_case,admin_level,page_size,page_num,admin0,admin1,admin2,admin3,admin4,title,description,date,bbox_west,bbox_south,bbox_east,bbox_north,keywords,license,source_attribution,spatial_level,grid3id,width_px,height_px,overview_key
1W3MZEwLWx7-PUe0DMiGVjROlFpGI_Nbm,a0_reference-minimal-zonesante_COD_TSHOPO_KISANGANI_MANGOBO_1-1_20260107.jpg,COD_Tshopo_Kisangani_Mangobo,public-health,reference-minimal,3,a0,1-1,COD,Tshopo,Kisangani,Mangobo,,"Reference Minimal: Mangobo, Kisangani, Tshopo, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,25.12012012400004,0.520535933000076,25.176130498000077,0.562873212000056,"cod,public-health,kisangani,mangobo,reference minimal,tshopo",CC-BY-4.0,CIESIN Columbia University,zonesante,wOWB7WbNuSN,14043,9933,maps/public-health/cod/tshopo/kisangani/mangobo/a0_reference-minimal_cod_tshopo_kisangani_mangobo_1-1_20260107_overview.jpg
17fvVK9qq1AM_Mr_jiMmZVSxokrsQDGHU,a0_reference-minimal-zonesante_COD_TSHOPO_KISANGANI_MAKISO-KISANGANI_1-1_20260107.jpg,COD_Tshopo_Kisangani_Makiso-Kisangani,public-health,reference-minimal,3,a0,1-1,COD,Tshopo,Kisangani,Makiso-Kisangani,,"Reference Minimal: Makiso-Kisangani, Kisangani, Tshopo, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,25.058016655000074,0.412742105000063,25.357817707000038,0.667285406000076,"cod,public-health,kisangani,makiso-kisangani,reference minimal,tshopo",CC-BY-4.0,CIESIN Columbia University,zonesante,ZHIrX4z487c,14043,9933,maps/public-health/cod/tshopo/kisangani/makiso-kisangani/a0_reference-minimal_cod_tshopo_kisangani_makiso-kisangani_1-1_20260107_overview.jpg
1TQPojaBZ5KYKIDOg4oQgmGJuaWBzZnfH,a0_reference-minimal-zonesante_COD_TSHOPO_KISANGANI_KABONDO_1-1_20260107.jpg,COD_Tshopo_Kisangani_Kabondo,public-health,reference-minimal,3,a0,1-1,COD,Tshopo,Kisangani,Kabondo,,"Reference Minimal: Kabondo, Kisangani, Tshopo, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,25.20550481500004,0.498061776000043,25.697962718000042,0.739159437000069,"cod,public-health,kabondo,kisangani,reference minimal,tshopo",CC-BY-4.0,CIESIN Columbia University,zonesante,Al5GBxzCgMe,14043,9933,maps/public-health/cod/tshopo/kisangani/kabondo/a0_reference-minimal_cod_tshopo_kisangani_kabondo_1-1_20260107_overview.jpg
1KE5K5zUN2bKQGv9t9GHT5iMOReYIpf-0,a0_reference-minimal-zonesante_COD_TSHOPO_KISANGANI_YAHISULI_1-1_20260107.jpg,COD_Tshopo_Kisangani_Yahisuli,public-health,reference-minimal,3,a0,1-1,COD,Tshopo,Kisangani,Yahisuli,,"Reference Minimal: Yahisuli, Kisangani, Tshopo, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,23.532646037000063,-0.318101982999963,24.225276656000062,0.305645109000068,"cod,public-health,kisangani,reference minimal,tshopo,yahisuli",CC-BY-4.0,CIESIN Columbia University,zonesante,HHv5opVWeoY,14043,9933,maps/public-health/cod/tshopo/kisangani/yahisuli/a0_reference-minimal_cod_tshopo_kisangani_yahisuli_1-1_20260107_overview.jpg
1q-Z95K-2UvWmjDxlP0a7jiSdGH1NL6Dh,a0_reference-minimal-zonesante_COD_TSHOPO_KISANGANI_LUBUNGA_1-1_20260107.jpg,COD_Tshopo_Kisangani_Lubunga,public-health,reference-minimal,3,a0,1-1,COD,Tshopo,Kisangani,Lubunga,,"Reference Minimal: Lubunga, Kisangani, Tshopo, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,24.878562500000044,0.153798665000068,25.361630924000053,0.559160033000069,"cod,public-health,kisangani,lubunga,reference minimal,tshopo",CC-BY-4.0,CIESIN Columbia University,zonesante,I9d1F9TGn33,14043,9933,maps/public-health/cod/tshopo/kisangani/lubunga/a0_reference-minimal_cod_tshopo_kisangani_lubunga_1-1_20260107_overview.jpg
1d1nyEUgulDZNBB5xyGemM-ot0KrAa5Kd,a0_reference-minimal-zonesante_COD_SUD-UBANGI_GEMENA_MBAYA_1-1_20260107.jpg,COD_Sud-Ubangi_Gemena_Mbaya,public-health,reference-minimal,3,a0,1-1,COD,Sud-Ubangi,Gemena,Mbaya,,"Reference Minimal: Mbaya, Gemena, Sud-Ubangi, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,20.111351257000024,2.385726199000032,20.438638468000022,2.951333482000052,"cod,gemena,public-health,mbaya,reference minimal,sud-ubangi",CC-BY-4.0,CIESIN Columbia University,zonesante,BWravV88qKy,14043,9933,maps/public-health/cod/sud-ubangi/gemena/mbaya/a0_reference-minimal_cod_sud-ubangi_gemena_mbaya_1-1_20260107_overview.jpg
14T6JJHJMKefYlHApFY-53S5gbxy8yBQV,a0_reference-minimal-zonesante_COD_SUD-UBANGI_GEMENA_BOTO_1-1_20260107.jpg,COD_Sud-Ubangi_Gemena_Boto,public-health,reference-minimal,3,a0,1-1,COD,Sud-Ubangi,Gemena,Boto,,"Reference Minimal: Boto, Gemena, Sud-Ubangi, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,18.586659990000044,2.779469132000031,19.322030246000054,3.190196870000022,"boto,cod,gemena,public-health,reference minimal,sud-ubangi",CC-BY-4.0,CIESIN Columbia University,zonesante,FzA1yCf8PY7,14043,9933,maps/public-health/cod/sud-ubangi/gemena/boto/a0_reference-minimal_cod_sud-ubangi_gemena_boto_1-1_20260107_overview.jpg
1EfiiZKdxqFSv0gmSOJ7mfffWXOfNHmyQ,a0_reference-minimal-zonesante_COD_SUD-UBANGI_GEMENA_ZONGO_1-1_20260107.jpg,COD_Sud-Ubangi_Gemena_Zongo,public-health,reference-minimal,3,a0,1-1,COD,Sud-Ubangi,Gemena,Zongo,,"Reference Minimal: Zongo, Gemena, Sud-Ubangi, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,18.543954000000042,4.008356916000025,18.95428754200003,4.370904000000053,"cod,gemena,public-health,reference minimal,sud-ubangi,zongo",CC-BY-4.0,CIESIN Columbia University,zonesante,QNFYEQrW7Dy,14043,9933,maps/public-health/cod/sud-ubangi/gemena/zongo/a0_reference-minimal_cod_sud-ubangi_gemena_zongo_1-1_20260107_overview.jpg
1x0xGtVQIPXu_QMH7yFKNHfxn4sMU5RAJ,a0_reference-minimal-zonesante_COD_SUD-UBANGI_GEMENA_BOMINENGE_1-1_20260107.jpg,COD_Sud-Ubangi_Gemena_Bominenge,public-health,reference-minimal,3,a0,1-1,COD,Sud-Ubangi,Gemena,Bominenge,,"Reference Minimal: Bominenge, Gemena, Sud-Ubangi, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,19.907418281000048,2.891099765000035,20.319994714000075,3.449811550000049,"bominenge,cod,gemena,public-health,reference minimal,sud-ubangi",CC-BY-4.0,CIESIN Columbia University,zonesante,kYp7VK3USwS,14043,9933,maps/public-health/cod/sud-ubangi/gemena/bominenge/a0_reference-minimal_cod_sud-ubangi_gemena_bominenge_1-1_20260107_overview.jpg
1VSi5_Xg23LRJusra91kKuSHaTFj3_d8V,a0_reference-minimal-zonesante_COD_SUD-UBANGI_GEMENA_TANDALA_1-1_20260107.jpg,COD_Sud-Ubangi_Gemena_Tandala,public-health,reference-minimal,3,a0,1-1,COD,Sud-Ubangi,Gemena,Tandala,,"Reference Minimal: Tandala, Gemena, Sud-Ubangi, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,19.216694441000072,2.782246179000026,19.825315758000045,3.191627326000059,"cod,gemena,public-health,reference minimal,sud-ubangi,tandala",CC-BY-4.0,CIESIN Columbia University,zonesante,nX75O17I2sY,14043,9933,maps/public-health/cod/sud-ubangi/gemena/tandala/a0_reference-minimal_cod_sud-ubangi_gemena_tandala_1-1_20260107_overview.jpg
1JqbExm-hcEl5n7k7LCBGNJaavLrY3elV,a0_reference-minimal-zonesante_COD_SUD-KIVU_UVIRA_NUNDU_1-1_20260107.jpg,COD_Sud-Kivu_Uvira_Nundu,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Uvira,Nundu,,"Reference Minimal: Nundu, Uvira, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.717222400000026,-4.010543454999947,29.157460901000036,-3.535957199999928,"cod,public-health,nundu,reference minimal,sud-kivu,uvira",CC-BY-4.0,CIESIN Columbia University,zonesante,pWBu6qPNvdv,14043,9933,maps/public-health/cod/sud-kivu/uvira/nundu/a0_reference-minimal_cod_sud-kivu_uvira_nundu_1-1_20260107_overview.jpg
1I3Rcxw9YAoq9h6KH9ENEuPXqdAdzEmOz,a0_reference-minimal-zonesante_COD_SUD-KIVU_UVIRA_LEMERA_1-1_20260107.jpg,COD_Sud-Kivu_Uvira_Lemera,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Uvira,Lemera,,"Reference Minimal: Lemera, Uvira, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.876198687000056,-3.322549199999969,29.12142700000004,-2.737844812999981,"cod,public-health,lemera,reference minimal,sud-kivu,uvira",CC-BY-4.0,CIESIN Columbia University,zonesante,XFUHGajCqjY,14043,9933,maps/public-health/cod/sud-kivu/uvira/lemera/a0_reference-minimal_cod_sud-kivu_uvira_lemera_1-1_20260107_overview.jpg
15gCOHZBWtBO8X7orsfJ7PafYcB2tPouy,a0_reference-minimal-zonesante_COD_SUD-KIVU_UVIRA_RUZIZI_1-1_20260107.jpg,COD_Sud-Kivu_Uvira_Ruzizi,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Uvira,Ruzizi,,"Reference Minimal: Ruzizi, Uvira, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,29.00996680000003,-3.33995566699997,29.261033000000054,-2.922734199999979,"cod,public-health,reference minimal,ruzizi,sud-kivu,uvira",CC-BY-4.0,CIESIN Columbia University,zonesante,jkonpGckbPg,14043,9933,maps/public-health/cod/sud-kivu/uvira/ruzizi/a0_reference-minimal_cod_sud-kivu_uvira_ruzizi_1-1_20260107_overview.jpg
1GoUdc1lJw2F-wU-5a2QS4nIquso2tNXZ,a0_reference-minimal-zonesante_COD_SUD-KIVU_UVIRA_MINEMBWE_1-1_20260107.jpg,COD_Sud-Kivu_Uvira_Minembwe,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Uvira,Minembwe,,"Reference Minimal: Minembwe, Uvira, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.359671800000058,-4.23722898099993,28.841073222000034,-3.75841319999995,"cod,public-health,minembwe,reference minimal,sud-kivu,uvira",CC-BY-4.0,CIESIN Columbia University,zonesante,i3NxrFDG9hU,14043,9933,maps/public-health/cod/sud-kivu/uvira/minembwe/a0_reference-minimal_cod_sud-kivu_uvira_minembwe_1-1_20260107_overview.jpg
1XaMkQ6O7vsV64A41CHwcPeQmF1eTbNxa,a0_reference-minimal-zonesante_COD_SUD-KIVU_UVIRA_UVIRA_1-1_20260107.jpg,COD_Sud-Kivu_Uvira_Uvira,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Uvira,Uvira,,"Reference Minimal: Uvira, Uvira, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,29.024156900000037,-3.557635499999947,29.214920334000055,-3.283399899999949,"cod,public-health,reference minimal,sud-kivu,uvira",CC-BY-4.0,CIESIN Columbia University,zonesante,mx8PkwuIR5x,14043,9933,maps/public-health/cod/sud-kivu/uvira/uvira/a0_reference-minimal_cod_sud-kivu_uvira_uvira_1-1_20260107_overview.jpg
1y33WdgJOPG0OyobOADlmVFHOPl6PxquF,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_MITI-MURHESA_1-1_20260107.jpg,COD_Sud-Kivu_Bukavu_Miti-Murhesa,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Miti-Murhesa,,"Reference Minimal: Miti-Murhesa, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.680662668000025,-2.430361071999926,28.87743625300004,-2.159485254999936,"bukavu,cod,public-health,miti-murhesa,reference minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University,zonesante,cXkCT53xxfk,14043,9933,maps/public-health/cod/sud-kivu/bukavu/miti-murhesa/a0_reference-minimal_cod_sud-kivu_bukavu_miti-murhesa_1-1_20260107_overview.jpg
